                   frame  Start Frame
    0.001 ms  2095 cook    /project1/Send/null35 (CHOP:null)
    0.001 ms  2095 cook    /project1/Send/null36 (CHOP:null)
    0.063 ms  2095 cook  Chain Start  /project1/Send/filter1 (CHOP:filter)
    0.013 ms  2095 cook    /project1/Send/math1 (CHOP:math)
    0.003 ms  2095 cook  Chain Start  /project1/Send/speed4 (CHOP:speed)
    0.002 ms  2095 cook  Chain Start  /project1/Send/speed3 (CHOP:speed)
    0.003 ms  2095 cook  Chain Start  /project1/Send/speed2 (CHOP:speed)
    0.002 ms  2095 cook  Chain Start  /project1/Send/speed1 (CHOP:speed)
    0.001 ms  2095 cook  Chain Start  /project1/Send/null39 (CHOP:null)
    0.001 ms  2095 cook  Chain Start  /project1/Send/null38 (CHOP:null)
    0.001 ms  2095 cook  Chain Start  /project1/Send/logic2 (CHOP:logic)
    0.001 ms  2095 cook  Chain Start  /project1/Send/logic1 (CHOP:logic)
    0.004 ms  2095 cook  Chain Start  /project1/Send/count1 (CHOP:count)
    0.001 ms  2095 cook  Chain Start  /project1/Send/null1 (CHOP:null)
    0.004 ms  2095 cook  Chain Start  /project1/Send/lag2 (CHOP:lag)
    0.045 ms  2098 cook  Chain Start  /ui/dialogs/mainmenu/fps1/textbg (COMP:text)
    0.018 ms  2097 cook    /ui/dialogs/mainmenu/fps1/eval1 (DAT:eval)
    0.004 ms  2044 cook     /ui/dialogs/mainmenu/fps1/limit1 (CHOP:limit)
    0.002 ms  2044 cook      /ui/dialogs/mainmenu/fps1/lag1 (CHOP:lag)
    0.006 ms  2044 cook       /ui/dialogs/mainmenu/fps1/envelope1 (CHOP:envelope)
    0.006 ms  2044 cook        /ui/dialogs/mainmenu/fps1/select2 (CHOP:select)
    0.008 ms  2066 cook         /ui/dialogs/mainmenu/fps1/perform1 (CHOP:perform)
    0.012 ms       panel   Update Panel /ui/dialogs/mainmenu/fps1/textbg (COMP:text)
    0.011 ms  2097 cook  Chain Start  /ui/dialogs/timeline/currentframe (COMP:container)
    0.024 ms       panel   Update Panel /ui/dialogs/timeline/currentframe (COMP:container)
    0.005 ms  2098 cook     /ui/dialogs/timeline/framepixel (CHOP:null)
    0.004 ms  2098 cook      /ui/dialogs/timeline/limit2 (CHOP:limit)
    0.022 ms  2098 cook       /ui/dialogs/timeline/math3 (CHOP:math)
    0.006 ms  2099 cook  Chain Start  /ui/dialogs/timeline/framebar (COMP:container)
    0.007 ms       panel   Update Panel /ui/dialogs/timeline/framebar (COMP:container)
    0.090 ms  2095 cook  Chain Start  /ui/dialogs/timeline/transport/timecode/bg (TOP:text)
    0.014 ms  2095 cook    /ui/dialogs/timeline/transport/timecode/stream (DAT:eval)
    0.007 ms  2095 cook     /ui/dialogs/timeline/transport/timecode/select1 (DAT:select)
    0.010 ms  2095 cook      /ui/dialogs/timeline/transport/timecode/chopto1 (DAT:chopto)
    0.047 ms  2095 cook  Chain Start  /ui/dialogs/timeline/transport/frame/bg (TOP:text)
    0.010 ms  2095 cook    /ui/dialogs/timeline/transport/frame/stream (DAT:eval)
    0.016 ms  2095 cook     /ui/dialogs/timeline/transport/frame/eval1 (DAT:eval)
    0.278 ms       panel  Laying out panel /ui/dialogs/timeline (COMP:container)
    0.002 ms       misc  Draw All TouchDesigner Windows
    7.184 ms       misc   Rendering a Window
    0.036 ms       gfx    Preparing frame for presentation
    3.830 ms       misc  Presenting Windows
    0.006 ms     4 cook  Forcing nodes to cook at end of frame
    0.001 ms       misc   Garbage collecting GPU memory
    0.109 ms       misc   Frame End Global Maintenance
    0.000 ms       misc   Check For Redraws /ui/dialogs/palette/palette/list/loader/tmp/icon (TOP:opview)
   13.392 ms       frame  Total CPU Processing Time
   11.361 ms       frame  Total Window Redraw Time
    1.035 ms       frame  Unaccounted Frame Time
   17.421 ms       frame  Total Frame Time
               171 misc  Active Ops
               916 misc  Total Ops
